cut_month,num_product,disbursement_date,end_date,days_past_due,loan_term,amortization,loan_amount,interest_rate,installment_amount,outstanding_balance,agency_code,agency_name,product_code,product_name
202304,1031,25/04/2022,25/04/2026,0,48,30,6000,0.08,146.4775,4674,50,Whitby,2,General
202305,1031,25/04/2022,25/04/2026,0,48,30,6000,0.08,146.4775,4559,50,Whitby,2,General
202306,1031,25/04/2022,25/04/2026,0,48,30,6000,0.08,146.4775,4442,50,Whitby,2,General
202307,1031,25/04/2022,25/04/2026,0,48,30,6000,0.08,146.4775,4326,50,Whitby,2,General
202308,1031,25/04/2022,25/04/2026,0,48,30,6000,0.08,146.4775,4208,50,Whitby,2,General
202309,1031,25/04/2022,25/04/2026,0,48,30,6000,0.08,146.4775,4090,50,Whitby,2,General
202310,1031,25/04/2022,25/04/2026,0,48,30,6000,0.08,146.4775,3970,50,Whitby,2,General
202311,1031,25/04/2022,25/04/2026,0,48,30,6000,0.08,146.4775,3850,50,Whitby,2,General
202312,1031,25/04/2022,25/04/2026,0,48,30,6000,0.08,146.4775,3730,50,Whitby,2,General
202401,1031,25/04/2022,25/04/2026,0,48,30,6000,0.08,146.4775,3608,50,Whitby,2,General
202402,1031,25/04/2022,25/04/2026,0,48,30,6000,0.08,146.4775,3485,50,Whitby,2,General
202403,1031,25/04/2022,25/04/2026,0,48,30,6000,0.08,146.4775,3362,50,Whitby,2,General
202404,1031,25/04/2022,25/04/2026,0,48,30,6000,0.08,146.4775,3238,50,Whitby,2,General
202405,1031,25/04/2022,25/04/2026,0,48,30,6000,0.08,146.4775,3113,50,Whitby,2,General
202406,1031,25/04/2022,25/04/2026,0,48,30,6000,0.08,146.4775,2988,50,Whitby,2,General
202407,1031,25/04/2022,25/04/2026,0,48,30,6000,0.08,146.4775,2861,50,Whitby,2,General
202408,1031,25/04/2022,25/04/2026,0,48,30,6000,0.08,146.4775,2734,50,Whitby,2,General
202409,1031,25/04/2022,25/04/2026,0,48,30,6000,0.08,146.4775,2605,50,Whitby,2,General
202410,1031,25/04/2022,25/04/2026,0,48,30,6000,0.08,146.4775,2476,50,Whitby,2,General
202411,1031,25/04/2022,25/04/2026,0,48,30,6000,0.08,146.4775,2346,50,Whitby,2,General
202412,1031,25/04/2022,25/04/2026,0,48,30,6000,0.08,146.4775,2215,50,Whitby,2,General
202501,1031,25/04/2022,25/04/2026,0,48,30,6000,0.08,146.4775,2084,50,Whitby,2,General
202502,1031,25/04/2022,25/04/2026,0,48,30,6000,0.08,146.4775,1951,50,Whitby,2,General
202503,1031,25/04/2022,25/04/2026,0,48,30,6000,0.08,146.4775,1818,50,Whitby,2,General
202504,1031,25/04/2022,25/04/2026,0,48,30,6000,0.08,146.4775,1683,50,Whitby,2,General
202303,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,6630,30,Missisauga,2,General
202304,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,6466,30,Missisauga,2,General
202305,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,6301,30,Missisauga,2,General
202306,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,6136,30,Missisauga,2,General
202307,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,5969,30,Missisauga,2,General
202308,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,5801,30,Missisauga,2,General
202309,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,5632,30,Missisauga,2,General
202310,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,5461,30,Missisauga,2,General
202311,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,5290,30,Missisauga,2,General
202312,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,5118,30,Missisauga,2,General
202401,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,4944,30,Missisauga,2,General
202402,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,4769,30,Missisauga,2,General
202403,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,4593,30,Missisauga,2,General
202404,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,4416,30,Missisauga,2,General
202405,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,4238,30,Missisauga,2,General
202406,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,4058,30,Missisauga,2,General
202407,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,3878,30,Missisauga,2,General
202408,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,3696,30,Missisauga,2,General
202409,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,3513,30,Missisauga,2,General
202410,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,3328,30,Missisauga,2,General
202411,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,3143,30,Missisauga,2,General
202412,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,2956,30,Missisauga,2,General
202501,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,2768,30,Missisauga,2,General
202502,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,2578,30,Missisauga,2,General
202503,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,2388,30,Missisauga,2,General
202504,1032,12/03/2023,12/03/2026,0,36,30,6630,0.08,207.7601,2196,30,Missisauga,2,General
202406,1033,19/06/2024,19/06/2025,0,12,30,4030,0.05,344.9982,4030,30,Missisauga,1,Education
202407,1033,19/06/2024,19/06/2025,0,12,30,4030,0.05,344.9982,3701,30,Missisauga,1,Education
202408,1033,19/06/2024,19/06/2025,0,12,30,4030,0.05,344.9982,3372,30,Missisauga,1,Education
202409,1033,19/06/2024,19/06/2025,0,12,30,4030,0.05,344.9982,3041,30,Missisauga,1,Education
202410,1033,19/06/2024,19/06/2025,0,12,30,4030,0.05,344.9982,2708,30,Missisauga,1,Education
202411,1033,19/06/2024,19/06/2025,0,12,30,4030,0.05,344.9982,2375,30,Missisauga,1,Education
202412,1033,19/06/2024,19/06/2025,0,12,30,4030,0.05,344.9982,2040,30,Missisauga,1,Education
202501,1033,19/06/2024,19/06/2025,0,12,30,4030,0.05,344.9982,1703,30,Missisauga,1,Education
202502,1033,19/06/2024,19/06/2025,0,12,30,4030,0.05,344.9982,1365,30,Missisauga,1,Education
202503,1033,19/06/2024,19/06/2025,0,12,30,4030,0.05,344.9982,1026,30,Missisauga,1,Education
202504,1033,19/06/2024,19/06/2025,0,12,30,4030,0.05,344.9982,685,30,Missisauga,1,Education
202207,1034,02/07/2022,02/07/2023,0,12,30,3990,0.05,341.5739,3990,10,Toronto,1,Education
202208,1034,02/07/2022,02/07/2023,0,12,30,3990,0.05,341.5739,3665,10,Toronto,1,Education
202209,1034,02/07/2022,02/07/2023,0,12,30,3990,0.05,341.5739,3338,10,Toronto,1,Education
202210,1034,02/07/2022,02/07/2023,0,12,30,3990,0.05,341.5739,3011,10,Toronto,1,Education
202211,1034,02/07/2022,02/07/2023,0,12,30,3990,0.05,341.5739,2682,10,Toronto,1,Education
202212,1034,02/07/2022,02/07/2023,0,12,30,3990,0.05,341.5739,2351,10,Toronto,1,Education
202301,1034,02/07/2022,02/07/2023,0,12,30,3990,0.05,341.5739,2019,10,Toronto,1,Education
202302,1034,02/07/2022,02/07/2023,0,12,30,3990,0.05,341.5739,1686,10,Toronto,1,Education
202303,1034,02/07/2022,02/07/2023,0,12,30,3990,0.05,341.5739,1352,10,Toronto,1,Education
202304,1034,02/07/2022,02/07/2023,0,12,30,3990,0.05,341.5739,1016,10,Toronto,1,Education
202305,1034,02/07/2022,02/07/2023,0,12,30,3990,0.05,341.5739,678,10,Toronto,1,Education
202306,1034,02/07/2022,02/07/2023,0,12,30,3990,0.05,341.5739,340,10,Toronto,1,Education
202307,1034,02/07/2022,02/07/2023,0,12,30,3990,0.05,341.5739,0,10,Toronto,1,Education
202410,1035,06/10/2024,06/10/2028,0,48,30,3090,0.05,71.1605,3090,30,Missisauga,1,Education
202411,1035,06/10/2024,06/10/2028,0,48,30,3090,0.05,71.1605,3031,30,Missisauga,1,Education
202412,1035,06/10/2024,06/10/2028,0,48,30,3090,0.05,71.1605,2973,30,Missisauga,1,Education
202501,1035,06/10/2024,06/10/2028,0,48,30,3090,0.05,71.1605,2914,30,Missisauga,1,Education
202502,1035,06/10/2024,06/10/2028,0,48,30,3090,0.05,71.1605,2855,30,Missisauga,1,Education
202503,1035,06/10/2024,06/10/2028,0,48,30,3090,0.05,71.1605,2796,30,Missisauga,1,Education
202504,1035,06/10/2024,06/10/2028,0,48,30,3090,0.05,71.1605,2736,30,Missisauga,1,Education
202401,1036,20/01/2024,20/01/2029,0,60,30,4330,0.08,87.7968,4330,50,Whitby,2,General
202402,1036,20/01/2024,20/01/2029,0,60,30,4330,0.08,87.7968,4271,50,Whitby,2,General
202403,1036,20/01/2024,20/01/2029,0,60,30,4330,0.08,87.7968,4211,50,Whitby,2,General
202404,1036,20/01/2024,20/01/2029,0,60,30,4330,0.08,87.7968,4152,50,Whitby,2,General
202405,1036,20/01/2024,20/01/2029,0,60,30,4330,0.08,87.7968,4091,50,Whitby,2,General
202406,1036,20/01/2024,20/01/2029,0,60,30,4330,0.08,87.7968,4031,50,Whitby,2,General
202407,1036,20/01/2024,20/01/2029,0,60,30,4330,0.08,87.7968,3970,50,Whitby,2,General
202408,1036,20/01/2024,20/01/2029,0,60,30,4330,0.08,87.7968,3909,50,Whitby,2,General
202409,1036,20/01/2024,20/01/2029,0,60,30,4330,0.08,87.7968,3847,50,Whitby,2,General
202410,1036,20/01/2024,20/01/2029,0,60,30,4330,0.08,87.7968,3785,50,Whitby,2,General
202411,1036,20/01/2024,20/01/2029,0,60,30,4330,0.08,87.7968,3722,50,Whitby,2,General
202412,1036,20/01/2024,20/01/2029,0,60,30,4330,0.08,87.7968,3659,50,Whitby,2,General
202501,1036,20/01/2024,20/01/2029,0,60,30,4330,0.08,87.7968,3596,50,Whitby,2,General
202502,1036,20/01/2024,20/01/2029,0,60,30,4330,0.08,87.7968,3532,50,Whitby,2,General
202503,1036,20/01/2024,20/01/2029,0,60,30,4330,0.08,87.7968,3468,50,Whitby,2,General
202504,1036,20/01/2024,20/01/2029,0,60,30,4330,0.08,87.7968,3403,50,Whitby,2,General
202401,1037,16/01/2024,16/01/2027,0,36,30,9290,0.08,291.1148,9290,20,North York,2,General
202402,1037,16/01/2024,16/01/2027,0,36,30,9290,0.08,291.1148,9060,20,North York,2,General
202403,1037,16/01/2024,16/01/2027,0,36,30,9290,0.08,291.1148,8830,20,North York,2,General
202404,1037,16/01/2024,16/01/2027,0,36,30,9290,0.08,291.1148,8597,20,North York,2,General
202405,1037,16/01/2024,16/01/2027,0,36,30,9290,0.08,291.1148,8364,20,North York,2,General
202406,1037,16/01/2024,16/01/2027,0,36,30,9290,0.08,291.1148,8128,20,North York,2,General
202407,1037,16/01/2024,16/01/2027,0,36,30,9290,0.08,291.1148,7891,20,North York,2,General
202408,1037,16/01/2024,16/01/2027,0,36,30,9290,0.08,291.1148,7653,20,North York,2,General
202409,1037,16/01/2024,16/01/2027,0,36,30,9290,0.08,291.1148,7413,20,North York,2,General
202410,1037,16/01/2024,16/01/2027,0,36,30,9290,0.08,291.1148,7171,20,North York,2,General
202411,1037,16/01/2024,16/01/2027,0,36,30,9290,0.08,291.1148,6928,20,North York,2,General
202412,1037,16/01/2024,16/01/2027,0,36,30,9290,0.08,291.1148,6683,20,North York,2,General
202501,1037,16/01/2024,16/01/2027,0,36,30,9290,0.08,291.1148,6436,20,North York,2,General
202502,1037,16/01/2024,16/01/2027,0,36,30,9290,0.08,291.1148,6188,20,North York,2,General
202503,1037,16/01/2024,16/01/2027,0,36,30,9290,0.08,291.1148,5938,20,North York,2,General
202504,1037,16/01/2024,16/01/2027,0,36,30,9290,0.08,291.1148,5687,20,North York,2,General
202309,1038,30/09/2023,30/09/2027,0,48,30,3630,0.09,90.3327,3630,20,North York,3,Taxes loan
202310,1038,30/09/2023,30/09/2027,0,48,30,3630,0.09,90.3327,3566,20,North York,3,Taxes loan
202311,1038,30/09/2023,30/09/2027,0,48,30,3630,0.09,90.3327,3503,20,North York,3,Taxes loan
202312,1038,30/09/2023,30/09/2027,0,48,30,3630,0.09,90.3327,3439,20,North York,3,Taxes loan
202401,1038,30/09/2023,30/09/2027,0,48,30,3630,0.09,90.3327,3374,20,North York,3,Taxes loan
202402,1038,30/09/2023,30/09/2027,0,48,30,3630,0.09,90.3327,3309,20,North York,3,Taxes loan
202403,1038,30/09/2023,30/09/2027,0,48,30,3630,0.09,90.3327,3244,20,North York,3,Taxes loan
202404,1038,30/09/2023,30/09/2027,0,48,30,3630,0.09,90.3327,3178,20,North York,3,Taxes loan
202405,1038,30/09/2023,30/09/2027,0,48,30,3630,0.09,90.3327,3111,20,North York,3,Taxes loan
202406,1038,30/09/2023,30/09/2027,0,48,30,3630,0.09,90.3327,3044,20,North York,3,Taxes loan
202407,1038,30/09/2023,30/09/2027,0,48,30,3630,0.09,90.3327,2977,20,North York,3,Taxes loan
202408,1038,30/09/2023,30/09/2027,0,48,30,3630,0.09,90.3327,2909,20,North York,3,Taxes loan
202409,1038,30/09/2023,30/09/2027,0,48,30,3630,0.09,90.3327,2840,20,North York,3,Taxes loan
202410,1038,30/09/2023,30/09/2027,0,48,30,3630,0.09,90.3327,2771,20,North York,3,Taxes loan
202411,1038,30/09/2023,30/09/2027,0,48,30,3630,0.09,90.3327,2702,20,North York,3,Taxes loan
202412,1038,30/09/2023,30/09/2027,0,48,30,3630,0.09,90.3327,2632,20,North York,3,Taxes loan
202501,1038,30/09/2023,30/09/2027,0,48,30,3630,0.09,90.3327,2561,20,North York,3,Taxes loan
202502,1038,30/09/2023,30/09/2027,0,48,30,3630,0.09,90.3327,2490,20,North York,3,Taxes loan
202503,1038,30/09/2023,30/09/2027,0,48,30,3630,0.09,90.3327,2418,20,North York,3,Taxes loan
202504,1038,30/09/2023,30/09/2027,0,48,30,3630,0.09,90.3327,2346,20,North York,3,Taxes loan
202303,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,2710,50,Whitby,1,Education
202304,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,2658,50,Whitby,1,Education
202305,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,2607,50,Whitby,1,Education
202306,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,2556,50,Whitby,1,Education
202307,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,2504,50,Whitby,1,Education
202308,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,2452,50,Whitby,1,Education
202309,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,2400,50,Whitby,1,Education
202310,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,2347,50,Whitby,1,Education
202311,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,2295,50,Whitby,1,Education
202312,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,2242,50,Whitby,1,Education
202401,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,2189,50,Whitby,1,Education
202402,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,2135,50,Whitby,1,Education
202403,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,2082,50,Whitby,1,Education
202404,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,2028,50,Whitby,1,Education
202405,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,1974,50,Whitby,1,Education
202406,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,1920,50,Whitby,1,Education
202407,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,1866,50,Whitby,1,Education
202408,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,1811,50,Whitby,1,Education
202409,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,1756,50,Whitby,1,Education
202410,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,1701,50,Whitby,1,Education
202411,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,1646,50,Whitby,1,Education
202412,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,1590,50,Whitby,1,Education
202501,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,1534,50,Whitby,1,Education
202502,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,1478,50,Whitby,1,Education
202503,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,1422,50,Whitby,1,Education
202504,1039,29/03/2023,29/03/2027,0,48,30,2710,0.05,62.4094,1366,50,Whitby,1,Education
202211,1040,24/11/2022,24/11/2024,0,24,30,6460,0.05,283.4092,6460,30,Missisauga,1,Education
202212,1040,24/11/2022,24/11/2024,0,24,30,6460,0.05,283.4092,6203,30,Missisauga,1,Education
202301,1040,24/11/2022,24/11/2024,0,24,30,6460,0.05,283.4092,5945,30,Missisauga,1,Education
202302,1040,24/11/2022,24/11/2024,0,24,30,6460,0.05,283.4092,5687,30,Missisauga,1,Education
202303,1040,24/11/2022,24/11/2024,0,24,30,6460,0.05,283.4092,5427,30,Missisauga,1,Education
202304,1040,24/11/2022,24/11/2024,0,24,30,6460,0.05,283.4092,5166,30,Missisauga,1,Education
202305,1040,24/11/2022,24/11/2024,0,24,30,6460,0.05,283.4092,4904,30,Missisauga,1,Education
202306,1040,24/11/2022,24/11/2024,0,24,30,6460,0.05,283.4092,4641,30,Missisauga,1,Education
202307,1040,24/11/2022,24/11/2024,0,24,30,6460,0.05,283.4092,4377,30,Missisauga,1,Education
202308,1040,24/11/2022,24/11/2024,0,24,30,6460,0.05,283.4092,4112,30,Missisauga,1,Education
202309,1040,24/11/2022,24/11/2024,0,24,30,6460,0.05,283.4092,3846,30,Missisauga,1,Education
202310,1040,24/11/2022,24/11/2024,0,24,30,6460,0.05,283.4092,3579,30,Missisauga,1,Education
202311,1040,24/11/2022,24/11/2024,0,24,30,6460,0.05,283.4092,3310,30,Missisauga,1,Education
202312,1040,24/11/2022,24/11/2024,0,24,30,6460,0.05,283.4092,3040,30,Missisauga,1,Education
202401,1040,24/11/2022,24/11/2024,0,24,30,6460,0.05,283.4092,2770,30,Missisauga,1,Education
202402,1040,24/11/2022,24/11/2024,0,24,30,6460,0.05,283.4092,2498,30,Missisauga,1,Education
202403,1040,24/11/2022,24/11/2024,0,24,30,6460,0.05,283.4092,2225,30,Missisauga,1,Education
202404,1040,24/11/2022,24/11/2024,0,24,30,6460,0.05,283.4092,1951,30,Missisauga,1,Education
202405,1040,24/11/2022,24/11/2024,0,24,30,6460,0.05,283.4092,1675,30,Missisauga,1,Education
202406,1040,24/11/2022,24/11/2024,0,24,30,6460,0.05,283.4092,1399,30,Missisauga,1,Education
202407,1040,24/11/2022,24/11/2024,0,24,30,6460,0.05,283.4092,1121,30,Missisauga,1,Education
202408,1040,24/11/2022,24/11/2024,0,24,30,6460,0.05,283.4092,843,30,Missisauga,1,Education
202409,1040,24/11/2022,24/11/2024,0,24,30,6460,0.05,283.4092,563,30,Missisauga,1,Education
202410,1040,24/11/2022,24/11/2024,0,24,30,6460,0.05,283.4092,282,30,Missisauga,1,Education
202411,1040,24/11/2022,24/11/2024,0,24,30,6460,0.05,283.4092,0,30,Missisauga,1,Education
202206,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,5890,50,Whitby,2,General
202207,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,5809,50,Whitby,2,General
202208,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,5729,50,Whitby,2,General
202209,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,5647,50,Whitby,2,General
202210,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,5566,50,Whitby,2,General
202211,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,5483,50,Whitby,2,General
202212,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,5400,50,Whitby,2,General
202301,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,5317,50,Whitby,2,General
202302,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,5233,50,Whitby,2,General
202303,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,5149,50,Whitby,2,General
202304,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,5063,50,Whitby,2,General
202305,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,4978,50,Whitby,2,General
202306,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,4891,50,Whitby,2,General
202307,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,4805,50,Whitby,2,General
202308,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,4717,50,Whitby,2,General
202309,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,4629,50,Whitby,2,General
202310,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,4541,50,Whitby,2,General
202311,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,4452,50,Whitby,2,General
202312,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,4362,50,Whitby,2,General
202401,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,4272,50,Whitby,2,General
202402,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,4181,50,Whitby,2,General
202403,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,4089,50,Whitby,2,General
202404,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,3997,50,Whitby,2,General
202405,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,3904,50,Whitby,2,General
202406,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,3811,50,Whitby,2,General
202407,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,3717,50,Whitby,2,General
202408,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,3622,50,Whitby,2,General
202409,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,3527,50,Whitby,2,General
202410,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,3431,50,Whitby,2,General
202411,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,3334,50,Whitby,2,General
202412,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,3237,50,Whitby,2,General
202501,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,3139,50,Whitby,2,General
202502,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,3041,50,Whitby,2,General
202503,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,2942,50,Whitby,2,General
202504,1041,28/06/2022,28/06/2027,0,60,30,5890,0.08,119.428,2842,50,Whitby,2,General
202206,1042,19/06/2022,19/06/2026,0,48,30,3570,0.08,87.1541,3570,20,North York,2,General
202207,1042,19/06/2022,19/06/2026,11,48,30,3570,0.08,87.1541,3570,20,North York,2,General
202208,1042,19/06/2022,19/06/2026,41,48,30,3570,0.08,87.1541,3570,20,North York,2,General
202209,1042,19/06/2022,19/06/2026,71,48,30,3570,0.08,87.1541,3570,20,North York,2,General
202210,1042,19/06/2022,19/06/2026,101,48,30,3570,0.08,87.1541,3570,20,North York,2,General
202211,1042,19/06/2022,19/06/2026,0,48,30,3570,0.08,87.1541,3506,20,North York,2,General
202212,1042,19/06/2022,19/06/2026,11,48,30,3570,0.08,87.1541,3506,20,North York,2,General
202301,1042,19/06/2022,19/06/2026,41,48,30,3570,0.08,87.1541,3506,20,North York,2,General
202302,1042,19/06/2022,19/06/2026,71,48,30,3570,0.08,87.1541,3506,20,North York,2,General
202303,1042,19/06/2022,19/06/2026,101,48,30,3570,0.08,87.1541,3506,20,North York,2,General
202304,1042,19/06/2022,19/06/2026,0,48,30,3570,0.08,87.1541,3442,20,North York,2,General
202305,1042,19/06/2022,19/06/2026,11,48,30,3570,0.08,87.1541,3442,20,North York,2,General
202306,1042,19/06/2022,19/06/2026,0,48,30,3570,0.08,87.1541,3378,20,North York,2,General
202307,1042,19/06/2022,19/06/2026,0,48,30,3570,0.08,87.1541,3314,20,North York,2,General
202308,1042,19/06/2022,19/06/2026,11,48,30,3570,0.08,87.1541,3314,20,North York,2,General
202309,1042,19/06/2022,19/06/2026,41,48,30,3570,0.08,87.1541,3314,20,North York,2,General
202310,1042,19/06/2022,19/06/2026,71,48,30,3570,0.08,87.1541,3314,20,North York,2,General
202311,1042,19/06/2022,19/06/2026,0,48,30,3570,0.08,87.1541,3248,20,North York,2,General
202312,1042,19/06/2022,19/06/2026,11,48,30,3570,0.08,87.1541,3248,20,North York,2,General
202401,1042,19/06/2022,19/06/2026,41,48,30,3570,0.08,87.1541,3248,20,North York,2,General
202402,1042,19/06/2022,19/06/2026,71,48,30,3570,0.08,87.1541,3248,20,North York,2,General
202403,1042,19/06/2022,19/06/2026,101,48,30,3570,0.08,87.1541,3248,20,North York,2,General
202404,1042,19/06/2022,19/06/2026,131,48,30,3570,0.08,87.1541,3248,20,North York,2,General
202405,1042,19/06/2022,19/06/2026,161,48,30,3570,0.08,87.1541,3248,20,North York,2,General
202406,1042,19/06/2022,19/06/2026,191,48,30,3570,0.08,87.1541,3248,20,North York,2,General
202407,1042,19/06/2022,19/06/2026,221,48,30,3570,0.08,87.1541,3248,20,North York,2,General
202408,1042,19/06/2022,19/06/2026,251,48,30,3570,0.08,87.1541,3248,20,North York,2,General
202409,1042,19/06/2022,19/06/2026,281,48,30,3570,0.08,87.1541,3248,20,North York,2,General
202410,1042,19/06/2022,19/06/2026,311,48,30,3570,0.08,87.1541,3248,20,North York,2,General
202411,1042,19/06/2022,19/06/2026,341,48,30,3570,0.08,87.1541,3248,20,North York,2,General
202412,1042,19/06/2022,19/06/2026,371,48,30,3570,0.08,87.1541,3248,20,North York,2,General
202501,1042,19/06/2022,19/06/2026,401,48,30,3570,0.08,87.1541,3248,20,North York,2,General
202502,1042,19/06/2022,19/06/2026,431,48,30,3570,0.08,87.1541,3248,20,North York,2,General
202503,1042,19/06/2022,19/06/2026,461,48,30,3570,0.08,87.1541,3248,20,North York,2,General
202504,1042,19/06/2022,19/06/2026,491,48,30,3570,0.08,87.1541,3248,20,North York,2,General
202208,1043,23/08/2022,23/08/2026,0,48,30,8890,0.08,217.0309,8890,20,North York,2,General
202209,1043,23/08/2022,23/08/2026,0,48,30,8890,0.08,217.0309,8732,20,North York,2,General
202210,1043,23/08/2022,23/08/2026,0,48,30,8890,0.08,217.0309,8573,20,North York,2,General
202211,1043,23/08/2022,23/08/2026,0,48,30,8890,0.08,217.0309,8413,20,North York,2,General
202212,1043,23/08/2022,23/08/2026,0,48,30,8890,0.08,217.0309,8252,20,North York,2,General
202301,1043,23/08/2022,23/08/2026,0,48,30,8890,0.08,217.0309,8090,20,North York,2,General
202302,1043,23/08/2022,23/08/2026,0,48,30,8890,0.08,217.0309,7927,20,North York,2,General
202303,1043,23/08/2022,23/08/2026,0,48,30,8890,0.08,217.0309,7763,20,North York,2,General
202304,1043,23/08/2022,23/08/2026,0,48,30,8890,0.08,217.0309,7598,20,North York,2,General
202305,1043,23/08/2022,23/08/2026,0,48,30,8890,0.08,217.0309,7431,20,North York,2,General
202306,1043,23/08/2022,23/08/2026,0,48,30,8890,0.08,217.0309,7264,20,North York,2,General
