cut_month,disbursement_month,loan_term,interest_rate,agency_code,agency_name,product_code,product_name,credit_status,loan_amount,loan_amount_count,outstanding_balance,count_records
202307,202212,24,0.08,40,Pickering,2,General,Excellent,0,0,6470,1
202307,202212,24,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,3625,1
202307,202212,36,0.05,10,Toronto,1,Education,Excellent,0,0,2279,2
202307,202212,36,0.05,20,North York,1,Education,Excellent,0,0,5646,1
202307,202212,36,0.08,30,Missisauga,2,General,Excellent,0,0,4786,1
202307,202212,36,0.08,50,Whitby,2,General,Excellent,0,0,1375,1
202307,202212,36,0.09,50,Whitby,3,Taxes loan,Excellent,0,0,3799,1
202307,202212,36,0.1,30,Missisauga,4,Travel,Excellent,0,0,5756,1
202307,202212,48,0.08,30,Missisauga,2,General,Excellent,0,0,7911,1
202307,202212,48,0.08,40,Pickering,2,General,Excellent,0,0,4951,1
202307,202212,48,0.08,50,Whitby,2,General,Excellent,0,0,6802,1
202307,202212,48,0.09,20,North York,3,Taxes loan,Excellent,0,0,2127,1
202307,202212,60,0.05,10,Toronto,1,Education,Excellent,0,0,5867,1
202307,202212,60,0.08,20,North York,2,General,Excellent,0,0,4297,1
202307,202212,60,0.08,30,Missisauga,2,General,Excellent,0,0,2257,1
202307,202212,60,0.08,50,Whitby,2,General,Excellent,0,0,8937,1
202307,202212,60,0.09,30,Missisauga,3,Taxes loan,Excellent,0,0,1701,1
202307,202212,60,0.1,20,North York,4,Travel,Excellent,0,0,7821,1
202307,202212,60,0.1,50,Whitby,4,Travel,Excellent,0,0,3202,1
202307,202301,12,0.05,50,Whitby,1,Education,Excellent,0,0,3771,1
202307,202301,12,0.08,10,Toronto,2,General,Excellent,0,0,6939,2
202307,202301,12,0.08,30,Missisauga,2,General,Excellent,0,0,2927,1
202307,202301,12,0.08,40,Pickering,2,General,Excellent,0,0,1019,1
202307,202301,12,0.09,30,Missisauga,3,Taxes loan,Excellent,0,0,1145,1
202307,202301,24,0.05,40,Pickering,1,Education,Excellent,0,0,4768,1
202307,202301,24,0.08,50,Whitby,2,General,Excellent,0,0,7180,1
202307,202301,24,0.1,10,Toronto,4,Travel,Excellent,0,0,2305,1
202307,202301,24,0.1,50,Whitby,4,Travel,Excellent,0,0,484,1
202307,202301,36,0.05,30,Missisauga,1,Education,Excellent,0,0,7946,1
202307,202301,36,0.08,10,Toronto,2,General,Excellent,0,0,4731,1
202307,202301,36,0.08,40,Pickering,2,General,Doubtful 41-50,0,0,5728,1
202307,202301,36,0.08,40,Pickering,2,General,Excellent,0,0,3380,1
202307,202301,36,0.08,50,Whitby,2,General,Excellent,0,0,3431,1
202307,202301,36,0.09,30,Missisauga,3,Taxes loan,Excellent,0,0,3158,1
202307,202301,36,0.09,50,Whitby,3,Taxes loan,Excellent,0,0,2971,1
202307,202301,48,0.08,20,North York,2,General,Excellent,0,0,2505,1
202307,202301,48,0.08,30,Missisauga,2,General,Excellent,0,0,5180,1
202307,202301,48,0.1,20,North York,4,Travel,Excellent,0,0,4048,1
202307,202301,60,0.05,10,Toronto,1,Education,Excellent,0,0,7751,1
202307,202301,60,0.08,10,Toronto,2,General,Excellent,0,0,7134,1
202307,202301,60,0.08,50,Whitby,2,General,Excellent,0,0,11168,2
202307,202301,60,0.09,10,Toronto,3,Taxes loan,Excellent,0,0,1185,1
202307,202301,60,0.09,30,Missisauga,3,Taxes loan,Regular,0,0,3976,1
202307,202301,60,0.1,20,North York,4,Travel,Excellent,0,0,7781,1
202307,202301,60,0.1,40,Pickering,4,Travel,Excellent,0,0,3628,1
202307,202302,12,0.05,10,Toronto,1,Education,Excellent,0,0,2958,1
202307,202302,12,0.05,30,Missisauga,1,Education,Excellent,0,0,4673,1
202307,202302,12,0.05,50,Whitby,1,Education,Bad debt,0,0,5340,1
202307,202302,12,0.08,10,Toronto,2,General,Bad debt,0,0,5407,1
202307,202302,12,0.08,40,Pickering,2,General,Excellent,0,0,2318,1
202307,202302,12,0.1,10,Toronto,4,Travel,Excellent,0,0,4608,1
202307,202302,24,0.05,30,Missisauga,1,Education,Excellent,0,0,1383,1
202307,202302,36,0.05,40,Pickering,1,Education,Excellent,0,0,7307,1
202307,202302,36,0.08,20,North York,2,General,Excellent,0,0,7489,1
202307,202302,36,0.08,30,Missisauga,2,General,Excellent,0,0,9344,2
202307,202302,36,0.09,10,Toronto,3,Taxes loan,Excellent,0,0,8538,2
202307,202302,48,0.05,40,Pickering,1,Education,Excellent,0,0,9944,2
202307,202302,48,0.05,50,Whitby,1,Education,Excellent,0,0,16812,2
202307,202302,48,0.08,50,Whitby,2,General,Excellent,0,0,12567,2
202307,202302,60,0.05,10,Toronto,1,Education,Regular,0,0,1911,1
202307,202302,60,0.05,20,North York,1,Education,Excellent,0,0,5481,1
202307,202302,60,0.05,50,Whitby,1,Education,Excellent,0,0,7443,1
202307,202302,60,0.08,30,Missisauga,2,General,Excellent,0,0,1992,1
202307,202302,60,0.09,30,Missisauga,3,Taxes loan,Excellent,0,0,1800,1
202307,202302,60,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,8319,1
202307,202302,60,0.09,50,Whitby,3,Taxes loan,Excellent,0,0,5129,1
202307,202303,12,0.05,10,Toronto,1,Education,Excellent,0,0,3434,1
202307,202303,12,0.05,20,North York,1,Education,Excellent,0,0,5814,1
202307,202303,12,0.05,50,Whitby,1,Education,Excellent,0,0,4772,1
202307,202303,12,0.08,30,Missisauga,2,General,Excellent,0,0,6619,1
202307,202303,12,0.08,40,Pickering,2,General,Excellent,0,0,2728,1
202307,202303,24,0.05,10,Toronto,1,Education,Excellent,0,0,3402,1
202307,202303,24,0.05,20,North York,1,Education,Excellent,0,0,1394,1
202307,202303,24,0.05,50,Whitby,1,Education,Excellent,0,0,9484,2
202307,202303,24,0.08,20,North York,2,General,Bad debt,0,0,8320,1
202307,202303,24,0.08,40,Pickering,2,General,Excellent,0,0,4161,2
202307,202303,24,0.1,50,Whitby,4,Travel,Excellent,0,0,3353,1
202307,202303,36,0.08,10,Toronto,2,General,Excellent,0,0,2592,1
202307,202303,36,0.08,50,Whitby,2,General,Excellent,0,0,6302,1
202307,202303,36,0.09,30,Missisauga,3,Taxes loan,Excellent,0,0,5852,1
202307,202303,48,0.05,30,Missisauga,1,Education,Excellent,0,0,8298,1
202307,202303,48,0.05,40,Pickering,1,Education,Excellent,0,0,8538,1
202307,202303,48,0.05,50,Whitby,1,Education,Excellent,0,0,535,1
202307,202303,48,0.08,10,Toronto,2,General,Excellent,0,0,7658,1
202307,202303,48,0.08,40,Pickering,2,General,Excellent,0,0,6414,1
202307,202303,48,0.08,50,Whitby,2,General,Excellent,0,0,6693,1
202307,202303,48,0.1,20,North York,4,Travel,Excellent,0,0,4450,1
202307,202303,60,0.05,30,Missisauga,1,Education,Bad debt,0,0,6320,1
202307,202303,60,0.05,30,Missisauga,1,Education,Excellent,0,0,1787,1
202307,202303,60,0.08,10,Toronto,2,General,Excellent,0,0,9185,1
202307,202303,60,0.08,20,North York,2,General,Excellent,0,0,7361,1
202307,202303,60,0.09,10,Toronto,3,Taxes loan,Excellent,0,0,6917,1
202307,202303,60,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,5044,1
202307,202303,60,0.1,30,Missisauga,4,Travel,Excellent,0,0,7088,1
202307,202304,12,0.05,20,North York,1,Education,Excellent,0,0,7040,1
202307,202304,12,0.05,30,Missisauga,1,Education,Bad debt,0,0,6330,1
202307,202304,12,0.08,10,Toronto,2,General,Regular,0,0,6069,1
202307,202304,12,0.08,40,Pickering,2,General,Excellent,0,0,3665,2
202307,202304,12,0.08,50,Whitby,2,General,Excellent,0,0,2878,1
202307,202304,12,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,5497,1
202307,202304,12,0.09,50,Whitby,3,Taxes loan,Bad debt,0,0,2320,1
202307,202304,24,0.08,10,Toronto,2,General,Bad debt,0,0,9620,1
202307,202304,24,0.08,10,Toronto,2,General,Excellent,0,0,8163,1
202307,202304,24,0.08,30,Missisauga,2,General,Doubtful 41-50,0,0,3432,1
202307,202304,24,0.08,30,Missisauga,2,General,Excellent,0,0,9771,2
202307,202304,24,0.1,50,Whitby,4,Travel,Excellent,0,0,1310,1
202307,202304,36,0.05,50,Whitby,1,Education,Excellent,0,0,1005,1
202307,202304,36,0.08,20,North York,2,General,Excellent,0,0,981,1
202307,202304,36,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,8153,1
202307,202304,48,0.05,30,Missisauga,1,Education,Excellent,0,0,1990,1
202307,202304,48,0.08,10,Toronto,2,General,Excellent,0,0,6833,1
202307,202304,48,0.08,20,North York,2,General,Excellent,0,0,11877,2
202307,202304,48,0.1,10,Toronto,4,Travel,Excellent,0,0,2349,1
202307,202304,60,0.05,10,Toronto,1,Education,Excellent,0,0,2484,1
202307,202304,60,0.05,30,Missisauga,1,Education,Excellent,0,0,4816,1
202307,202304,60,0.05,50,Whitby,1,Education,Excellent,0,0,7998,2
202307,202304,60,0.08,30,Missisauga,2,General,Excellent,0,0,6798,1
202307,202304,60,0.08,40,Pickering,2,General,Excellent,0,0,7431,1
202307,202304,60,0.08,50,Whitby,2,General,Excellent,0,0,1553,1
202307,202304,60,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,5308,1
202307,202305,12,0.05,20,North York,1,Education,Excellent,0,0,6844,1
202307,202305,12,0.05,30,Missisauga,1,Education,Excellent,0,0,7087,1
202307,202305,12,0.05,50,Whitby,1,Education,Excellent,0,0,5054,1
202307,202305,12,0.08,20,North York,2,General,Excellent,0,0,2164,1
202307,202305,12,0.08,30,Missisauga,2,General,Excellent,0,0,6190,1
202307,202305,12,0.08,50,Whitby,2,General,Excellent,0,0,6039,1
202307,202305,12,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,5926,2
202307,202305,24,0.05,50,Whitby,1,Education,Regular,0,0,9218,1
202307,202305,24,0.08,10,Toronto,2,General,Excellent,0,0,6201,1
202307,202305,24,0.08,40,Pickering,2,General,Excellent,0,0,8331,1
202307,202305,24,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,4228,1
202307,202305,24,0.1,50,Whitby,4,Travel,Excellent,0,0,748,1
202307,202305,36,0.05,40,Pickering,1,Education,Excellent,0,0,8325,2
202307,202305,36,0.08,20,North York,2,General,Excellent,0,0,2081,1
202307,202305,36,0.08,40,Pickering,2,General,Excellent,0,0,9333,1
202307,202305,48,0.05,30,Missisauga,1,Education,Regular,0,0,7064,1
202307,202305,48,0.1,10,Toronto,4,Travel,Excellent,0,0,782,1
202307,202305,48,0.1,30,Missisauga,4,Travel,Excellent,0,0,1603,1
202307,202305,60,0.05,40,Pickering,1,Education,Excellent,0,0,8307,1
202307,202305,60,0.05,50,Whitby,1,Education,Excellent,0,0,9054,2
202307,202305,60,0.08,30,Missisauga,2,General,Doubtful 31-40,0,0,7000,1
202307,202305,60,0.08,40,Pickering,2,General,Doubtful 41-50,0,0,7970,1
202307,202305,60,0.08,40,Pickering,2,General,Excellent,0,0,7100,1
202307,202305,60,0.09,30,Missisauga,3,Taxes loan,Excellent,0,0,7709,1
202307,202305,60,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,9159,1
202307,202306,12,0.05,50,Whitby,1,Education,Excellent,0,0,8946,1
202307,202306,12,0.08,10,Toronto,2,General,Excellent,0,0,7541,1
202307,202306,12,0.08,40,Pickering,2,General,Excellent,0,0,23956,3
202307,202306,12,0.08,50,Whitby,2,General,Excellent,0,0,10869,2
202307,202306,12,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,8133,1
202307,202306,12,0.1,50,Whitby,4,Travel,Excellent,0,0,4289,1
202307,202306,24,0.05,30,Missisauga,1,Education,Excellent,0,0,2352,1
202307,202306,24,0.05,40,Pickering,1,Education,Excellent,0,0,8076,1
202307,202306,24,0.08,10,Toronto,2,General,Excellent,0,0,23593,3
202307,202306,24,0.1,30,Missisauga,4,Travel,Excellent,0,0,8303,1
202307,202306,36,0.05,10,Toronto,1,Education,Excellent,0,0,6946,1
202307,202306,36,0.08,30,Missisauga,2,General,Excellent,0,0,8055,2
202307,202306,36,0.08,50,Whitby,2,General,Excellent,0,0,1862,1
202307,202306,36,0.1,30,Missisauga,4,Travel,Excellent,0,0,8921,1
202307,202306,48,0.05,10,Toronto,1,Education,Excellent,0,0,6760,1
202307,202306,48,0.05,40,Pickering,1,Education,Excellent,0,0,2688,1
202307,202306,48,0.05,50,Whitby,1,Education,Excellent,0,0,7387,1
202307,202306,48,0.08,20,North York,2,General,Excellent,0,0,6011,1
202307,202306,48,0.08,30,Missisauga,2,General,Excellent,0,0,9262,2
202307,202306,48,0.09,30,Missisauga,3,Taxes loan,Excellent,0,0,6475,1
202307,202306,48,0.1,30,Missisauga,4,Travel,Excellent,0,0,5543,1
202307,202306,48,0.1,40,Pickering,4,Travel,Excellent,0,0,7234,1
202307,202306,60,0.05,10,Toronto,1,Education,Excellent,0,0,8719,1
202307,202306,60,0.05,30,Missisauga,1,Education,Excellent,0,0,4630,1
202307,202306,60,0.05,50,Whitby,1,Education,Excellent,0,0,1655,1
202307,202306,60,0.09,20,North York,3,Taxes loan,Excellent,0,0,4035,1
202307,202306,60,0.1,50,Whitby,4,Travel,Excellent,0,0,2230,1
202307,202307,12,0.05,10,Toronto,1,Education,Excellent,6610,1,6610,1
202307,202307,12,0.08,10,Toronto,2,General,Excellent,2760,1,2760,1
202307,202307,12,0.08,30,Missisauga,2,General,Excellent,7640,1,7640,1
202307,202307,12,0.08,40,Pickering,2,General,Excellent,8760,1,8760,1
202307,202307,12,0.08,50,Whitby,2,General,Excellent,9190,1,9190,1
202307,202307,12,0.09,30,Missisauga,3,Taxes loan,Excellent,7350,1,7350,1
202307,202307,12,0.09,50,Whitby,3,Taxes loan,Excellent,4890,1,4890,1
202307,202307,24,0.05,20,North York,1,Education,Excellent,4050,1,4050,1
202307,202307,24,0.08,10,Toronto,2,General,Excellent,13090,2,13090,2
202307,202307,24,0.08,20,North York,2,General,Excellent,1320,1,1320,1
202307,202307,24,0.08,50,Whitby,2,General,Excellent,5050,1,5050,1
202307,202307,24,0.09,30,Missisauga,3,Taxes loan,Excellent,7040,1,7040,1
202307,202307,24,0.09,40,Pickering,3,Taxes loan,Excellent,8540,1,8540,1
202307,202307,36,0.05,20,North York,1,Education,Excellent,3050,1,3050,1
202307,202307,36,0.05,30,Missisauga,1,Education,Excellent,6920,1,6920,1
202307,202307,36,0.05,40,Pickering,1,Education,Excellent,8200,1,8200,1
202307,202307,36,0.08,20,North York,2,General,Excellent,8190,1,8190,1
202307,202307,36,0.08,30,Missisauga,2,General,Excellent,7960,2,7960,2
202307,202307,36,0.08,40,Pickering,2,General,Excellent,9760,1,9760,1
202307,202307,36,0.08,50,Whitby,2,General,Excellent,4440,1,4440,1
202307,202307,36,0.09,50,Whitby,3,Taxes loan,Excellent,4260,1,4260,1
202307,202307,36,0.1,50,Whitby,4,Travel,Excellent,13020,3,13020,3
202307,202307,48,0.05,20,North York,1,Education,Excellent,6190,1,6190,1
202307,202307,48,0.05,40,Pickering,1,Education,Excellent,4040,1,4040,1
202307,202307,48,0.05,50,Whitby,1,Education,Excellent,4330,1,4330,1
202307,202307,48,0.08,40,Pickering,2,General,Excellent,6850,1,6850,1
202307,202307,48,0.09,10,Toronto,3,Taxes loan,Excellent,9060,1,9060,1
202307,202307,48,0.09,20,North York,3,Taxes loan,Excellent,4060,1,4060,1
202307,202307,60,0.05,40,Pickering,1,Education,Excellent,9880,1,9880,1
202307,202307,60,0.08,20,North York,2,General,Excellent,1670,1,1670,1
202307,202307,60,0.08,30,Missisauga,2,General,Excellent,2060,1,2060,1
202307,202307,60,0.1,40,Pickering,4,Travel,Excellent,6910,1,6910,1
202308,202201,24,0.05,20,North York,1,Education,Excellent,0,0,695,1
202308,202201,24,0.05,30,Missisauga,1,Education,Excellent,0,0,1644,1
202308,202201,24,0.08,30,Missisauga,2,General,Excellent,0,0,1190,1
202308,202201,24,0.08,40,Pickering,2,General,Excellent,0,0,1913,1
202308,202201,24,0.1,10,Toronto,4,Travel,Excellent,0,0,994,1
202308,202201,36,0.08,10,Toronto,2,General,Excellent,0,0,4182,1
202308,202201,36,0.08,30,Missisauga,2,General,Excellent,0,0,346,1
202308,202201,36,0.09,50,Whitby,3,Taxes loan,Excellent,0,0,389,1
202308,202201,36,0.1,10,Toronto,4,Travel,Excellent,0,0,3296,2
202308,202201,48,0.05,40,Pickering,1,Education,Bad debt,0,0,5980,1
202308,202201,48,0.05,40,Pickering,1,Education,Excellent,0,0,2178,1
202308,202201,48,0.05,50,Whitby,1,Education,Excellent,0,0,1161,1
202308,202201,48,0.08,20,North York,2,General,Excellent,0,0,705,1
202308,202201,48,0.08,30,Missisauga,2,General,Excellent,0,0,5550,2
202308,202201,48,0.09,10,Toronto,3,Taxes loan,Excellent,0,0,2378,1
202308,202201,48,0.1,50,Whitby,4,Travel,Excellent,0,0,2988,1
202308,202201,60,0.05,10,Toronto,1,Education,Excellent,0,0,4983,1
202308,202201,60,0.05,20,North York,1,Education,Excellent,0,0,6026,1
202308,202201,60,0.05,30,Missisauga,1,Education,Excellent,0,0,8234,2
202308,202201,60,0.08,20,North York,2,General,Bad debt,0,0,6740,1
202308,202201,60,0.08,20,North York,2,General,Excellent,0,0,493,1
202308,202201,60,0.1,20,North York,4,Travel,Excellent,0,0,4897,1
202308,202202,24,0.05,10,Toronto,1,Education,Excellent,0,0,1338,1
202308,202202,24,0.05,20,North York,1,Education,Excellent,0,0,744,2
202308,202202,24,0.05,40,Pickering,1,Education,Excellent,0,0,1751,1
202308,202202,24,0.08,30,Missisauga,2,General,Excellent,0,0,331,1
202308,202202,24,0.08,40,Pickering,2,General,Excellent,0,0,1039,1
202308,202202,24,0.08,50,Whitby,2,General,Bad debt,0,0,4640,1
202308,202202,24,0.08,50,Whitby,2,General,Excellent,0,0,315,1
202308,202202,24,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,1193,1
202308,202202,24,0.09,50,Whitby,3,Taxes loan,Excellent,0,0,1906,1
202308,202202,36,0.08,20,North York,2,General,Excellent,0,0,3841,1
202308,202202,36,0.09,20,North York,3,Taxes loan,Excellent,0,0,3094,1
202308,202202,48,0.05,20,North York,1,Education,Excellent,0,0,1691,1
202308,202202,48,0.05,30,Missisauga,1,Education,Excellent,0,0,900,1
202308,202202,48,0.09,20,North York,3,Taxes loan,Excellent,0,0,2172,1
202308,202202,48,0.1,10,Toronto,4,Travel,Excellent,0,0,4480,1
202308,202202,60,0.05,10,Toronto,1,Education,Excellent,0,0,2953,1
202308,202202,60,0.08,30,Missisauga,2,General,Excellent,0,0,1621,1
202308,202202,60,0.08,40,Pickering,2,General,Excellent,0,0,4873,1
202308,202202,60,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,1856,1
202308,202202,60,0.09,50,Whitby,3,Taxes loan,Excellent,0,0,3287,1
202308,202203,12,0.08,20,North York,2,General,Bad debt,0,0,1634,1
202308,202203,12,0.08,30,Missisauga,2,General,Bad debt,0,0,2700,1
202308,202203,12,0.09,30,Missisauga,3,Taxes loan,Bad debt,0,0,3299,1
202308,202203,24,0.05,20,North York,1,Education,Excellent,0,0,3277,2
202308,202203,24,0.05,30,Missisauga,1,Education,Excellent,0,0,1652,1
202308,202203,24,0.05,40,Pickering,1,Education,Excellent,0,0,567,1
202308,202203,24,0.08,10,Toronto,2,General,Excellent,0,0,1991,1
202308,202203,24,0.08,20,North York,2,General,Excellent,0,0,4464,2
202308,202203,24,0.08,40,Pickering,2,General,Excellent,0,0,4004,2
202308,202203,24,0.09,20,North York,3,Taxes loan,Excellent,0,0,2473,1
202308,202203,24,0.09,50,Whitby,3,Taxes loan,Excellent,0,0,6324,3
202308,202203,36,0.05,20,North York,1,Education,Bad debt,0,0,7062,1
202308,202203,36,0.05,50,Whitby,1,Education,Excellent,0,0,4097,1
202308,202203,36,0.09,10,Toronto,3,Taxes loan,Excellent,0,0,2777,1
202308,202203,36,0.09,30,Missisauga,3,Taxes loan,Bad debt,0,0,4130,1
202308,202203,36,0.09,30,Missisauga,3,Taxes loan,Excellent,0,0,4494,1
202308,202203,48,0.05,30,Missisauga,1,Education,Excellent,0,0,1049,1
202308,202203,48,0.08,40,Pickering,2,General,Excellent,0,0,1820,1
202308,202203,48,0.09,10,Toronto,3,Taxes loan,Excellent,0,0,1152,1
202308,202203,48,0.09,20,North York,3,Taxes loan,Excellent,0,0,3059,1
202308,202203,60,0.08,20,North York,2,General,Excellent,0,0,4111,1
202308,202203,60,0.08,30,Missisauga,2,General,Excellent,0,0,6477,3
202308,202203,60,0.09,10,Toronto,3,Taxes loan,Bad debt,0,0,9484,1
202308,202203,60,0.1,10,Toronto,4,Travel,Excellent,0,0,2792,1
202308,202203,60,0.1,40,Pickering,4,Travel,Excellent,0,0,7621,1
202308,202204,24,0.05,10,Toronto,1,Education,Excellent,0,0,837,1
202308,202204,24,0.05,30,Missisauga,1,Education,Excellent,0,0,2917,1
202308,202204,24,0.05,50,Whitby,1,Education,Excellent,0,0,2304,1
202308,202204,24,0.08,20,North York,2,General,Excellent,0,0,1390,1
202308,202204,24,0.08,40,Pickering,2,General,Excellent,0,0,2518,1
202308,202204,24,0.08,50,Whitby,2,General,Excellent,0,0,-6919,1
202308,202204,24,0.09,20,North York,3,Taxes loan,Excellent,0,0,1152,1
202308,202204,24,0.1,50,Whitby,4,Travel,Excellent,0,0,650,1
202308,202204,36,0.05,20,North York,1,Education,Excellent,0,0,740,1
202308,202204,36,0.08,20,North York,2,General,Excellent,0,0,467,1
202308,202204,36,0.08,50,Whitby,2,General,Excellent,0,0,5182,1
202308,202204,36,0.09,10,Toronto,3,Taxes loan,Bad debt,0,0,8014,1
202308,202204,36,0.1,50,Whitby,4,Travel,Excellent,0,0,2303,1
202308,202204,48,0.05,20,North York,1,Education,Bad debt,0,0,8660,1
202308,202204,48,0.08,30,Missisauga,2,General,Excellent,0,0,3030,1
202308,202204,48,0.08,50,Whitby,2,General,Bad debt,0,0,7840,1
202308,202204,48,0.08,50,Whitby,2,General,Excellent,0,0,5765,1
202308,202204,48,0.09,20,North York,3,Taxes loan,Excellent,0,0,4607,1
202308,202204,48,0.1,20,North York,4,Travel,Excellent,0,0,5948,1
202308,202204,60,0.05,40,Pickering,1,Education,Excellent,0,0,7534,1
202308,202204,60,0.05,50,Whitby,1,Education,Excellent,0,0,3271,1
202308,202204,60,0.08,10,Toronto,2,General,Excellent,0,0,5727,2
202308,202204,60,0.08,30,Missisauga,2,General,Excellent,0,0,1765,1
202308,202204,60,0.08,40,Pickering,2,General,Excellent,0,0,2706,1
202308,202204,60,0.1,40,Pickering,4,Travel,Excellent,0,0,2588,2
202308,202205,24,0.08,10,Toronto,2,General,Regular,0,0,2026,1
202308,202205,24,0.08,20,North York,2,General,Excellent,0,0,2945,1
202308,202205,24,0.08,50,Whitby,2,General,Excellent,0,0,2394,1
202308,202205,24,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,756,1
202308,202205,24,0.1,20,North York,4,Travel,Excellent,0,0,2968,1
202308,202205,36,0.05,20,North York,1,Education,Excellent,0,0,1497,1
202308,202205,36,0.08,30,Missisauga,2,General,Excellent,0,0,3275,1
202308,202205,36,0.09,10,Toronto,3,Taxes loan,Excellent,0,0,6151,1
202308,202205,36,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,2641,1
202308,202205,36,0.1,20,North York,4,Travel,Excellent,0,0,4198,1
202308,202205,48,0.05,30,Missisauga,1,Education,Excellent,0,0,1041,1
202308,202205,48,0.05,50,Whitby,1,Education,Excellent,0,0,7015,1
202308,202205,48,0.08,10,Toronto,2,General,Excellent,0,0,4246,1
202308,202205,48,0.08,20,North York,2,General,Excellent,0,0,1723,1
202308,202205,48,0.08,30,Missisauga,2,General,Excellent,0,0,1182,1
202308,202205,48,0.08,40,Pickering,2,General,Excellent,0,0,10879,2
202308,202205,48,0.08,50,Whitby,2,General,Excellent,0,0,1931,2
202308,202205,48,0.09,40,Pickering,3,Taxes loan,Bad debt,0,0,1533,1
202308,202205,48,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,6656,1
202308,202205,48,0.09,50,Whitby,3,Taxes loan,Excellent,0,0,2443,1
202308,202205,48,0.1,20,North York,4,Travel,Excellent,0,0,4053,1
202308,202205,60,0.05,20,North York,1,Education,Bad debt,0,0,3316,1
202308,202205,60,0.08,30,Missisauga,2,General,Excellent,0,0,7333,1
202308,202206,24,0.05,50,Whitby,1,Education,Excellent,0,0,2414,1
202308,202206,24,0.08,20,North York,2,General,Excellent,0,0,4256,1
202308,202206,24,0.09,50,Whitby,3,Taxes loan,Bad debt,0,0,8160,1
202308,202206,36,0.05,40,Pickering,1,Education,Excellent,0,0,4847,1
202308,202206,36,0.08,20,North York,2,General,Bad debt,0,0,7734,1
202308,202206,48,0.05,30,Missisauga,1,Education,Excellent,0,0,786,1
202308,202206,48,0.05,40,Pickering,1,Education,Excellent,0,0,3912,1
202308,202206,48,0.08,20,North York,2,General,Excellent,0,0,3643,1
202308,202206,48,0.08,40,Pickering,2,General,Excellent,0,0,5368,1
202308,202206,48,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,1458,2
202308,202206,48,0.1,10,Toronto,4,Travel,Excellent,0,0,2469,1
202308,202206,48,0.1,50,Whitby,4,Travel,Excellent,0,0,6674,1
202308,202206,60,0.05,30,Missisauga,1,Education,Excellent,0,0,2554,1
202308,202206,60,0.05,50,Whitby,1,Education,Excellent,0,0,6694,1
202308,202206,60,0.09,20,North York,3,Taxes loan,Excellent,0,0,3485,1
202308,202207,24,0.05,30,Missisauga,1,Education,Excellent,0,0,6848,2
202308,202207,24,0.05,50,Whitby,1,Education,Excellent,0,0,635,1
202308,202207,24,0.08,10,Toronto,2,General,Excellent,0,0,516,1
202308,202207,24,0.09,20,North York,3,Taxes loan,Excellent,0,0,2739,1
202308,202207,24,0.09,50,Whitby,3,Taxes loan,Excellent,0,0,1826,1
202308,202207,36,0.08,50,Whitby,2,General,Excellent,0,0,2677,1
202308,202207,36,0.09,10,Toronto,3,Taxes loan,Excellent,0,0,5342,1
202308,202207,36,0.09,50,Whitby,3,Taxes loan,Excellent,0,0,776,1
202308,202207,36,0.1,30,Missisauga,4,Travel,Excellent,0,0,1453,1
202308,202207,48,0.05,20,North York,1,Education,Excellent,0,0,3630,1
202308,202207,48,0.05,40,Pickering,1,Education,Excellent,0,0,3061,1
202308,202207,48,0.08,10,Toronto,2,General,Excellent,0,0,1398,1
202308,202207,48,0.08,20,North York,2,General,Bad debt,0,0,5250,1
202308,202207,48,0.08,30,Missisauga,2,General,Excellent,0,0,5440,1
202308,202207,48,0.08,40,Pickering,2,General,Excellent,0,0,6093,1
202308,202207,48,0.1,10,Toronto,4,Travel,Excellent,0,0,3061,1
202308,202207,60,0.05,20,North York,1,Education,Excellent,0,0,7581,1
202308,202207,60,0.08,20,North York,2,General,Excellent,0,0,16004,3
202308,202207,60,0.08,40,Pickering,2,General,Excellent,0,0,2945,1
202308,202208,12,0.05,40,Pickering,1,Education,Excellent,0,0,0,1
202308,202208,12,0.05,50,Whitby,1,Education,Excellent,0,0,0,2
202308,202208,12,0.09,20,North York,3,Taxes loan,Bad debt,0,0,4365,1
202308,202208,24,0.05,20,North York,1,Education,Excellent,0,0,3151,1
202308,202208,24,0.05,50,Whitby,1,Education,Excellent,0,0,4402,1
202308,202208,24,0.09,10,Toronto,3,Taxes loan,Excellent,0,0,2894,1
202308,202208,24,0.09,20,North York,3,Taxes loan,Excellent,0,0,3536,1
202308,202208,24,0.1,40,Pickering,4,Travel,Excellent,0,0,2907,1
202308,202208,36,0.05,20,North York,1,Education,Excellent,0,0,4037,1
